SetFilter	SetFilter	RangeFilter	RangeFilter	RangeFilter	SetFilter	SetFilter	SetFilter	SetFilter	SetFilter	RangeFilter	Unit	Value	Value	Value	Value	Value	Value	Value	Value
ObsName	ObsGroup	X[m]	Y[m]	Z[m]	ConductivityZone	Layer	GageType	GageMeasurement	Species	Time[day]	Unit	Calc.	Obs.	Residual	TargetResidual	NormalizedCalc.	NormalizedObs.	NormalizedResidual	NormalizedTargetResidual
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	25915	m	1.50875949286559	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	25915	m	-2.65251580630433	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	25915	m	-0.0749058334182849	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	25915	m	-0.0681183039325942	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	25915	m	-0.78501993186722	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	25915	m	-0.439801517609901	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	25915	m	-0.810190948786776	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	25915	m	0.00750039393083771	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	25915	m	-0.111180684804909	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	25915	m	-0.0540212218888733	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	25915	m	0.0265069609636325	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	25915	m	0.722904723761907	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	25915	m	1.2617240965356	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2718/A	IrrigationSaltObs	461412.2428	4327578.222	-5.369485	1	3	None	Concentration	Chloride	26280	mg/L	6708.94587478838	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2719/A	IrrigationSaltObs	462777.4982	4326960.429	-6.092845	1	3	None	Concentration	Chloride	26280	mg/L	40.1367140300207	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2720/A	IrrigationSaltObs	462389.9725	4328358.525	-4.709344	1	3	None	Concentration	Chloride	26280	mg/L	452.641020346119	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2721/A	IrrigationSaltObs	462567.0397	4327690.122	-5.116992	1	3	None	Concentration	Chloride	26280	mg/L	43.5432971644393	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2722/A	IrrigationSaltObs	463348.9185	4328267.991	-5.621007	1	3	None	Concentration	Chloride	26280	mg/L	106.018105701437	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2723/A	IrrigationSaltObs	462003.266	4327315.258	-5.791851	1	3	None	Concentration	Chloride	26280	mg/L	5916.9127416779	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2724/A	IrrigationSaltObs	462670.5613	4328726.014	-4.997297	1	2	None	Concentration	Chloride	26280	mg/L	496.707642587474	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2725/A	IrrigationSaltObs	461912.3593	4330249.241	-3.777174	1	3	None	Concentration	Chloride	26280	mg/L	15.073934810098	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2726/A	IrrigationSaltObs	461195.1208	4328784.171	-3.565586	1	3	None	Concentration	Chloride	26280	mg/L	717.944134807031	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2727/A	IrrigationSaltObs	462750.0918	4329808.284	-4.95057	1	3	None	Concentration	Chloride	26280	mg/L	3897.89399562639	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2728/A	IrrigationSaltObs	460871.5955	4332166.449	-4.24318	1	3	None	Concentration	Chloride	26280	mg/L	403.99515047771	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2729/A	IrrigationSaltObs	458563.9337	4334593.304	-2.202337	1	3	None	Concentration	Chloride	26280	mg/L	26.2194803785461	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2730/A	IrrigationSaltObs	461994.9319	4330880.609	-3.845695	1	3	None	Concentration	Chloride	26280	mg/L	15.2709493462186	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2731/A	IrrigationSaltObs	457780.7617	4334765.595	-3.166773	1	3	None	Concentration	Chloride	26280	mg/L	15.0249066420249	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2732/A	IrrigationSaltObs	460936.6531	4334875.669	-6.312921	1	3	None	Concentration	Chloride	26280	mg/L	3123.61526581238	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2733/A	IrrigationSaltObs	460063.9103	4334432.631	-4.3968	1	2	None	Concentration	Chloride	26280	mg/L	650.166514552772	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2734/A	IrrigationSaltObs	460316.5256	4336395.516	-3.347397	1	3	None	Concentration	Chloride	26280	mg/L	564.873576302096	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2735/A	IrrigationSaltObs	459355.4548	4334391.883	-2.600706	1	2	None	Concentration	Chloride	26280	mg/L	73.1729867551792	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2736/A	IrrigationSaltObs	456096.6765	4340828.816	-5.329345	1	3	None	Concentration	Chloride	26280	mg/L	67.3762334500873	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2739/A	IrrigationSaltObs	459201.9391	4337923.092	-3.647995	1	3	None	Concentration	Chloride	26280	mg/L	935.07099259034	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2741/A	IrrigationSaltObs	455323.0735	4342945.421	-5.603173	1	3	None	Concentration	Chloride	26280	mg/L	577.64039479435	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2753/A	IrrigationSaltObs	456822.2385	4341470.586	-5.408768	1	3	None	Concentration	Chloride	26280	mg/L	1485.03273719292	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2754/A	IrrigationSaltObs	456481.3873	4340994.578	-5.335289	1	2	None	Concentration	Chloride	26280	mg/L	1023.61935295798	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2756/A	IrrigationSaltObs	457117.4575	4340123.048	-3.46957	1	3	None	Concentration	Chloride	26280	mg/L	24.4422252017774	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2757/A	IrrigationSaltObs	459861.1556	4338952.498	-4.962679	1	3	None	Concentration	Chloride	26280	mg/L	2796.8788886184	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2758/A	IrrigationSaltObs	459622.064	4339842.868	-4.234622	1	2	None	Concentration	Chloride	26280	mg/L	21.9377377512686	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2759/A	IrrigationSaltObs	460640.4226	4339273.945	-5.886083	1	2	None	Concentration	Chloride	26280	mg/L	4294.79684343387	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2761/A	IrrigationSaltObs	461790.9104	4338160.1	-5.805945	1	3	None	Concentration	Chloride	26280	mg/L	4350.76569707365	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2762/A	IrrigationSaltObs	461252.7615	4338389.832	-5.546266	1	3	None	Concentration	Chloride	26280	mg/L	3511.43004678193	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2799/A	IrrigationSaltObs	461453.5943	4327966.843	-4.132318	1	3	None	Concentration	Chloride	26280	mg/L	5244.51548407331	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2800/A	IrrigationSaltObs	462215.393	4327836.282	-4.782386	1	3	None	Concentration	Chloride	26280	mg/L	1220.52473022552	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	26280	mg/L	4224.42552888089	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	26280	mg/L	411.539243921748	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	26280	mg/L	675.453917278327	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	26280	mg/L	5550.79981542962	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	26280	mg/L	5615.94840698282	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	26280	mg/L	524.976955137095	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	26280	mg/L	15.0190592283241	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	26280	mg/L	884.352185349392	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	26280	mg/L	105.433367526836	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	26280	mg/L	519.440930089088	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	26280	mg/L	111.429017980023	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	26280	mg/L	22.2498523488241	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	26280	mg/L	42.6123658472267	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	26280	mg/L	1359.6635861787	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	26280	mg/L	1631.67329718213	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	26280	mg/L	2152.9188348831	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	26280	mg/L	15.0149293213766	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	26280	mg/L	15.023195238143	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	26280	mg/L	3572.66701383202	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	26280	mg/L	2575.64470859684	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	26280	mg/L	1769.40732786767	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	26280	mg/L	51.3983498048079	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	26280	mg/L	19.9160943920555	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	26280	mg/L	15.0350363479	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	26280	mg/L	14.9300374008794	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	26280	mg/L	14.8048871385257	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	26280	mg/L	14.6801387449214	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	26280	mg/L	133.449158274203	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	26280	mg/L	36.3959948537359	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	26280	mg/L	111.488675406569	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	26280	mg/L	505.026796342488	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	26280	mg/L	277.883127875043	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	26280	mg/L	854.845349731719	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	26280	mg/L	210.578393894693	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	26280	mg/L	1754.88827563921	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	26280	mg/L	21.7241023035475	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	26280	mg/L	2337.25280513176	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	26280	mg/L	5153.98378683649	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	26280	mg/L	15.1390225183238	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	26280	mg/L	16.0811348541344	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	26280	mg/L	22.8255327026113	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	26280	mg/L	61.7819116742227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	26280	mg/L	611.779255564299	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	26280	mg/L	15.0006462884317	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	26280	m	2.58659608138988	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	26280	m	2.52005287339797	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	26280	m	1.51314939750055	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	26280	m	-2.67475521679532	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	26280	m	-0.0715578780979074	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	26280	m	-0.0644901226769638	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	26280	m	-0.790410967829415	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	26280	m	-0.44769399869196	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	26280	m	-0.814582256153238	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	26280	m	0.01591849584297	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	26280	m	-0.101369622726336	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	26280	m	-0.0434575925821502	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	26280	m	0.0136119475682278	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	26280	m	0.712235739567592	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	26280	m	1.26652729026922	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2718/A	IrrigationSaltObs	461412.2428	4327578.222	-5.369485	1	3	None	Concentration	Chloride	26645	mg/L	6731.27204546894	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2719/A	IrrigationSaltObs	462777.4982	4326960.429	-6.092845	1	3	None	Concentration	Chloride	26645	mg/L	42.4728608233681	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2720/A	IrrigationSaltObs	462389.9725	4328358.525	-4.709344	1	3	None	Concentration	Chloride	26645	mg/L	463.52247960204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2721/A	IrrigationSaltObs	462567.0397	4327690.122	-5.116992	1	3	None	Concentration	Chloride	26645	mg/L	45.786427763484	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2722/A	IrrigationSaltObs	463348.9185	4328267.991	-5.621007	1	3	None	Concentration	Chloride	26645	mg/L	118.903827158025	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2723/A	IrrigationSaltObs	462003.266	4327315.258	-5.791851	1	3	None	Concentration	Chloride	26645	mg/L	5975.55786190465	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2724/A	IrrigationSaltObs	462670.5613	4328726.014	-4.997297	1	2	None	Concentration	Chloride	26645	mg/L	523.524142741125	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2725/A	IrrigationSaltObs	461912.3593	4330249.241	-3.777174	1	3	None	Concentration	Chloride	26645	mg/L	15.0774481136731	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2726/A	IrrigationSaltObs	461195.1208	4328784.171	-3.565586	1	3	None	Concentration	Chloride	26645	mg/L	728.437673934796	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2727/A	IrrigationSaltObs	462750.0918	4329808.284	-4.95057	1	3	None	Concentration	Chloride	26645	mg/L	3946.36123462672	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2728/A	IrrigationSaltObs	460871.5955	4332166.449	-4.24318	1	3	None	Concentration	Chloride	26645	mg/L	412.478824123298	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2729/A	IrrigationSaltObs	458563.9337	4334593.304	-2.202337	1	3	None	Concentration	Chloride	26645	mg/L	26.9739055006426	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2730/A	IrrigationSaltObs	461994.9319	4330880.609	-3.845695	1	3	None	Concentration	Chloride	26645	mg/L	15.37469194749	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2731/A	IrrigationSaltObs	457780.7617	4334765.595	-3.166773	1	3	None	Concentration	Chloride	26645	mg/L	15.0263596268063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2732/A	IrrigationSaltObs	460936.6531	4334875.669	-6.312921	1	3	None	Concentration	Chloride	26645	mg/L	3148.17109133073	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2733/A	IrrigationSaltObs	460063.9103	4334432.631	-4.3968	1	2	None	Concentration	Chloride	26645	mg/L	659.447583595069	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2734/A	IrrigationSaltObs	460316.5256	4336395.516	-3.347397	1	3	None	Concentration	Chloride	26645	mg/L	578.731856564996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2735/A	IrrigationSaltObs	459355.4548	4334391.883	-2.600706	1	2	None	Concentration	Chloride	26645	mg/L	75.4434586221564	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2736/A	IrrigationSaltObs	456096.6765	4340828.816	-5.329345	1	3	None	Concentration	Chloride	26645	mg/L	67.1172359810242	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2739/A	IrrigationSaltObs	459201.9391	4337923.092	-3.647995	1	3	None	Concentration	Chloride	26645	mg/L	944.057382977171	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2741/A	IrrigationSaltObs	455323.0735	4342945.421	-5.603173	1	3	None	Concentration	Chloride	26645	mg/L	585.634474767864	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2753/A	IrrigationSaltObs	456822.2385	4341470.586	-5.408768	1	3	None	Concentration	Chloride	26645	mg/L	1492.16670110663	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2754/A	IrrigationSaltObs	456481.3873	4340994.578	-5.335289	1	2	None	Concentration	Chloride	26645	mg/L	1033.31414577449	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2756/A	IrrigationSaltObs	457117.4575	4340123.048	-3.46957	1	3	None	Concentration	Chloride	26645	mg/L	24.7178129972188	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2757/A	IrrigationSaltObs	459861.1556	4338952.498	-4.962679	1	3	None	Concentration	Chloride	26645	mg/L	2813.18972285556	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2758/A	IrrigationSaltObs	459622.064	4339842.868	-4.234622	1	2	None	Concentration	Chloride	26645	mg/L	22.1139462237212	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2759/A	IrrigationSaltObs	460640.4226	4339273.945	-5.886083	1	2	None	Concentration	Chloride	26645	mg/L	4338.98696834181	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2761/A	IrrigationSaltObs	461790.9104	4338160.1	-5.805945	1	3	None	Concentration	Chloride	26645	mg/L	4395.13545580491	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2762/A	IrrigationSaltObs	461252.7615	4338389.832	-5.546266	1	3	None	Concentration	Chloride	26645	mg/L	3524.20445871925	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2799/A	IrrigationSaltObs	461453.5943	4327966.843	-4.132318	1	3	None	Concentration	Chloride	26645	mg/L	5262.05120481838	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2800/A	IrrigationSaltObs	462215.393	4327836.282	-4.782386	1	3	None	Concentration	Chloride	26645	mg/L	1263.73703278995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	26645	mg/L	4262.25183625289	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	26645	mg/L	440.24292068809	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	26645	mg/L	739.900856250631	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
