SetFilter	SetFilter	RangeFilter	RangeFilter	RangeFilter	SetFilter	SetFilter	SetFilter	SetFilter	SetFilter	RangeFilter	Unit	Value	Value	Value	Value	Value	Value	Value	Value
ObsName	ObsGroup	X[m]	Y[m]	Z[m]	ConductivityZone	Layer	GageType	GageMeasurement	Species	Time[day]	Unit	Calc.	Obs.	Residual	TargetResidual	NormalizedCalc.	NormalizedObs.	NormalizedResidual	NormalizedTargetResidual
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	26645	mg/L	5612.45319633046	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	26645	mg/L	5726.78719324615	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	26645	mg/L	586.583467374098	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	26645	mg/L	15.0207104944748	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	26645	mg/L	892.167986856243	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	26645	mg/L	109.114784161616	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	26645	mg/L	531.151146518015	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	26645	mg/L	113.525461730136	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	26645	mg/L	22.3111044792522	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	26645	mg/L	43.2826935511842	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	26645	mg/L	1378.4986338395	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	26645	mg/L	1635.44269509568	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	26645	mg/L	2161.8434448612	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	26645	mg/L	15.0154298125946	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	26645	mg/L	15.0253465620766	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	26645	mg/L	3584.57309754448	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	26645	mg/L	2590.8477864571	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	26645	mg/L	1776.99849658396	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	26645	mg/L	51.5784959022388	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	26645	mg/L	20.0085518884393	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	26645	mg/L	15.0309227412029	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	26645	mg/L	14.9300219835236	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	26645	mg/L	14.8057799463631	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	26645	mg/L	14.6832543191327	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	26645	mg/L	135.186320853441	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	26645	mg/L	38.0179307336587	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	26645	mg/L	116.29901224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	26645	mg/L	512.2276762063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	26645	mg/L	281.322899155938	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	26645	mg/L	870.281376109128	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	26645	mg/L	232.900114482926	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	26645	mg/L	1775.77211190931	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	26645	mg/L	23.1188137942506	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	26645	mg/L	2483.866601921	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	26645	mg/L	5250.99463497244	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	26645	mg/L	15.1480385297939	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	26645	mg/L	16.1069740748746	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	26645	mg/L	22.9350708126605	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	26645	mg/L	64.424117337251	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	26645	mg/L	630.175952049752	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	26645	mg/L	15.000655985673	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	26645	m	2.57320473210737	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	26645	m	2.51208453379367	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	26645	m	1.50798923346078	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	26645	m	-2.7105701395624	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	26645	m	-0.0797749819004539	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	26645	m	-0.0731075372348736	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	26645	m	-0.80700416560233	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	26645	m	-0.466875844562554	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	26645	m	-0.830349029658361	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	26645	m	0.013566192786492	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	26645	m	-0.105466986016971	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	26645	m	-0.0467661707932655	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	26645	m	-0.00779522954560296	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	26645	m	0.692454217398964	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	26645	m	1.2628793520612	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2718/A	IrrigationSaltObs	461412.2428	4327578.222	-5.369485	1	3	None	Concentration	Chloride	27010	mg/L	6791.80769104173	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2719/A	IrrigationSaltObs	462777.4982	4326960.429	-6.092845	1	3	None	Concentration	Chloride	27010	mg/L	44.0639815061407	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2720/A	IrrigationSaltObs	462389.9725	4328358.525	-4.709344	1	3	None	Concentration	Chloride	27010	mg/L	470.665517933963	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2721/A	IrrigationSaltObs	462567.0397	4327690.122	-5.116992	1	3	None	Concentration	Chloride	27010	mg/L	45.5535272985154	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2722/A	IrrigationSaltObs	463348.9185	4328267.991	-5.621007	1	3	None	Concentration	Chloride	27010	mg/L	129.448883609369	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2723/A	IrrigationSaltObs	462003.266	4327315.258	-5.791851	1	3	None	Concentration	Chloride	27010	mg/L	6063.90084623067	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2724/A	IrrigationSaltObs	462670.5613	4328726.014	-4.997297	1	2	None	Concentration	Chloride	27010	mg/L	558.141099443154	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2725/A	IrrigationSaltObs	461912.3593	4330249.241	-3.777174	1	3	None	Concentration	Chloride	27010	mg/L	15.0821315179747	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2726/A	IrrigationSaltObs	461195.1208	4328784.171	-3.565586	1	3	None	Concentration	Chloride	27010	mg/L	732.563370235423	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2727/A	IrrigationSaltObs	462750.0918	4329808.284	-4.95057	1	3	None	Concentration	Chloride	27010	mg/L	4015.65985076499	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2728/A	IrrigationSaltObs	460871.5955	4332166.449	-4.24318	1	3	None	Concentration	Chloride	27010	mg/L	422.773789914231	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2729/A	IrrigationSaltObs	458563.9337	4334593.304	-2.202337	1	3	None	Concentration	Chloride	27010	mg/L	27.5579696809553	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2730/A	IrrigationSaltObs	461994.9319	4330880.609	-3.845695	1	3	None	Concentration	Chloride	27010	mg/L	15.4982006631435	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2731/A	IrrigationSaltObs	457780.7617	4334765.595	-3.166773	1	3	None	Concentration	Chloride	27010	mg/L	15.0275209769911	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2732/A	IrrigationSaltObs	460936.6531	4334875.669	-6.312921	1	3	None	Concentration	Chloride	27010	mg/L	3215.17732273654	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2733/A	IrrigationSaltObs	460063.9103	4334432.631	-4.3968	1	2	None	Concentration	Chloride	27010	mg/L	669.499355123752	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2734/A	IrrigationSaltObs	460316.5256	4336395.516	-3.347397	1	3	None	Concentration	Chloride	27010	mg/L	595.597363287301	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2735/A	IrrigationSaltObs	459355.4548	4334391.883	-2.600706	1	2	None	Concentration	Chloride	27010	mg/L	76.7582376759071	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2736/A	IrrigationSaltObs	456096.6765	4340828.816	-5.329345	1	3	None	Concentration	Chloride	27010	mg/L	68.1138980801186	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2739/A	IrrigationSaltObs	459201.9391	4337923.092	-3.647995	1	3	None	Concentration	Chloride	27010	mg/L	959.413103233278	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2741/A	IrrigationSaltObs	455323.0735	4342945.421	-5.603173	1	3	None	Concentration	Chloride	27010	mg/L	595.800745267485	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2753/A	IrrigationSaltObs	456822.2385	4341470.586	-5.408768	1	3	None	Concentration	Chloride	27010	mg/L	1512.55906543638	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2754/A	IrrigationSaltObs	456481.3873	4340994.578	-5.335289	1	2	None	Concentration	Chloride	27010	mg/L	1048.75785650617	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2756/A	IrrigationSaltObs	457117.4575	4340123.048	-3.46957	1	3	None	Concentration	Chloride	27010	mg/L	25.3550453103576	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2757/A	IrrigationSaltObs	459861.1556	4338952.498	-4.962679	1	3	None	Concentration	Chloride	27010	mg/L	2850.44365354786	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2758/A	IrrigationSaltObs	459622.064	4339842.868	-4.234622	1	2	None	Concentration	Chloride	27010	mg/L	22.106681573554	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2759/A	IrrigationSaltObs	460640.4226	4339273.945	-5.886083	1	2	None	Concentration	Chloride	27010	mg/L	4385.99184612764	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2761/A	IrrigationSaltObs	461790.9104	4338160.1	-5.805945	1	3	None	Concentration	Chloride	27010	mg/L	4453.06873725635	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2762/A	IrrigationSaltObs	461252.7615	4338389.832	-5.546266	1	3	None	Concentration	Chloride	27010	mg/L	3557.16111332095	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2799/A	IrrigationSaltObs	461453.5943	4327966.843	-4.132318	1	3	None	Concentration	Chloride	27010	mg/L	5318.65492410286	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2800/A	IrrigationSaltObs	462215.393	4327836.282	-4.782386	1	3	None	Concentration	Chloride	27010	mg/L	1314.20506934	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	27010	mg/L	4328.44498720151	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	27010	mg/L	472.799791947442	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	27010	mg/L	817.745005657943	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	27010	mg/L	5694.14364557572	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	27010	mg/L	5856.68512822592	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	27010	mg/L	655.025522191778	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	27010	mg/L	15.0214082081101	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	27010	mg/L	905.3873389149	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	27010	mg/L	111.207092411102	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	27010	mg/L	542.704833527534	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	27010	mg/L	114.048976715655	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	27010	mg/L	22.457755076103	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	27010	mg/L	43.8520071233028	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	27010	mg/L	1395.67003700149	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	27010	mg/L	1653.4584443579	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	27010	mg/L	2192.2072443629	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	27010	mg/L	15.0159287081406	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	27010	mg/L	15.0256113517119	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	27010	mg/L	3623.4284343025	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	27010	mg/L	2627.549917384	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	27010	mg/L	1800.13419086851	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	27010	mg/L	51.1503930165018	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	27010	mg/L	20.1008566252371	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	27010	mg/L	15.028724090265	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	27010	mg/L	14.9296413340657	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	27010	mg/L	14.8055813198928	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	27010	mg/L	14.6839093195428	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	27010	mg/L	137.192437218683	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	27010	mg/L	39.2161365355853	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	27010	mg/L	119.63989816567	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	27010	mg/L	521.105051352084	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	27010	mg/L	287.162913128737	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	27010	mg/L	891.801141935252	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	27010	mg/L	254.04714664768	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	27010	mg/L	1808.58646708034	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	27010	mg/L	24.3641186914056	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	27010	mg/L	2648.32054443707	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	27010	mg/L	5346.18704250039	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	27010	mg/L	15.1569016991199	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	27010	mg/L	16.1277163823628	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	27010	mg/L	22.9510810498644	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	27010	mg/L	67.2953790468249	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	27010	mg/L	651.354493718872	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	27010	mg/L	15.0006702565216	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	27010	m	2.56035869987631	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	27010	m	2.50124281566882	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	27010	m	1.50192426163534	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	27010	m	-2.7386117912013	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	27010	m	-0.0893875696645033	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	27010	m	-0.0828684756395947	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	27010	m	-0.817540112247331	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
